P, I, D, input, setpoint, err, dErr, int, t
0.0802718, -3.65459e-07, 0.0139831, 160612, 161415, 802.718, 1165.26, -36545.9, 52.5749
0.114721, -3.64736e-07, 0.0656205, 160612, 161759, 1147.21, 5468.38, -36473.6, 52.6379
0.0867206, -3.64448e-07, -0.101029, 160892, 161759, 867.206, -8419.06, -36444.8, 52.6712
0.104188, -3.63449e-07, 0.0218805, 160915, 161957, 1041.88, 1823.37, -36344.9, 52.767
0.112065, -3.62373e-07, 0.00984199, 161083, 162204, 1120.65, 820.166, -36237.3, 52.863
0.115069, -3.61268e-07, 0.00375322, 161280, 162431, 1150.69, 312.768, -36126.8, 52.9591
0.145237, -3.59872e-07, 0.0376727, 161429, 162881, 1452.37, 3139.39, -35987.2, 53.0552
0.150824, -3.58424e-07, 0.0069836, 161667, 163175, 1508.24, 581.966, -35842.4, 53.1512
0.14817, -3.57002e-07, -0.00331684, 161889, 163371, 1481.7, -276.403, -35700.2, 53.2472
0.179244, -3.55332e-07, 0.0400419, 161889, 163681, 1792.44, 3336.82, -35533.2, 53.3403
0.174544, -3.55279e-07, -0.184749, 161936, 163681, 1745.44, -15395.8, -35527.9, 53.3434
0.198728, -3.53374e-07, 0.0302682, 162170, 164157, 1987.28, 2522.35, -35337.4, 53.4393
0.202433, -3.51429e-07, 0.00462776, 162445, 164469, 2024.33, 385.647, -35142.9, 53.5353
0.23286, -3.50294e-07, 0.0749409, 162445, 164774, 2328.6, 6245.07, -35029.4, 53.584
0.20136, -3.4934e-07, -0.0797636, 162760, 164774, 2013.6, -6646.97, -34934, 53.6314
0.188703, -3.4753e-07, -0.0158297, 163104, 164991, 1887.03, -1319.14, -34753, 53.7274
0.217531, -3.45591e-07, 0.038811, 163104, 165279, 2175.31, 3234.25, -34559.1, 53.8165
0.190731, -3.4546e-07, -0.468809, 163372, 165279, 1907.31, -39067.4, -34546, 53.8234
0.226709, -3.4328e-07, 0.0449071, 163475, 165742, 2267.09, 3742.26, -34328, 53.9195
0.204589, -3.41317e-07, -0.0276533, 163940, 165986, 2045.89, -2304.44, -34131.7, 54.0155
0.182539, -3.39564e-07, -0.0275663, 164399, 166224, 1825.39, -2297.19, -33956.4, 54.1115
0.182539, -3.39111e-07, 0, 164399, 166224, 1825.39, 0, -33911.1, 54.1363
0.173239, -3.37875e-07, -0.015648, 164668, 166400, 1732.39, -1304, -33787.5, 54.2076
0.174506, -3.36201e-07, 0.0015849, 164834, 166579, 1745.06, 132.075, -33620.1, 54.3036
0.207197, -3.34899e-07, 0.0624216, 164834, 166906, 2071.97, 5201.8, -33489.9, 54.3664
0.247497, -3.34077e-07, 0.145464, 164431, 166906, 2474.97, 12122, -33407.7, 54.3997
0.214335, -3.32019e-07, -0.0414484, 164866, 167009, 2143.35, -3454.04, -33201.9, 54.4957
0.194803, -3.30149e-07, -0.0244164, 165172, 167120, 1948.03, -2034.7, -33014.9, 54.5917
0.170216, -3.28513e-07, -0.0307092, 165497, 167199, 1702.16, -2559.1, -32851.3, 54.6877
0.14799, -3.27092e-07, -0.0277647, 165801, 167281, 1479.9, -2313.72, -32709.2, 54.7838
0.148188, -3.26286e-07, 0.000435789, 165801, 167283, 1481.88, 36.3158, -32628.6, 54.8381
0.108388, -3.25834e-07, -0.114488, 166199, 167283, 1083.88, -9540.68, -32583.4, 54.8799
0.0632516, -3.25227e-07, -0.0564211, 166639, 167272, 632.516, -4701.76, -32522.7, 54.9759
0.0269401, -3.24968e-07, -0.045299, 166955, 167224, 269.401, -3774.91, -32496.8, 55.0721
0.0269401, -3.24955e-07, 0, 166955, 167224, 269.401, 0, -32495.5, 55.0768
-0.0176805, -3.25116e-07, -0.0587722, 167250, 167073, -176.805, -4897.68, -32511.6, 55.1679
-0.054441, -3.25639e-07, -0.0459168, 167513, 166969, -544.41, -3826.4, -32563.9, 55.2639
-0.0690751, -3.25994e-07, -0.0342188, 167513, 166822, -690.751, -2851.57, -32599.4, 55.3153
-0.0862751, -3.2638e-07, -0.0461677, 167685, 166822, -862.751, -3847.31, -32638, 55.36
-0.0969557, -3.27311e-07, -0.0133397, 167675, 166705, -969.557, -1111.64, -32731.1, 55.456
-0.115747, -3.28421e-07, -0.0235153, 167667, 166510, -1157.47, -1959.61, -32842.1, 55.5519
-0.155007, -3.29633e-07, -0.060237, 167667, 166117, -1550.07, -5019.75, -32963.3, 55.6301
-0.153707, -3.29911e-07, 0.0086245, 167654, 166117, -1537.07, 718.709, -32991.1, 55.6482
-0.156402, -3.3141e-07, -0.00337595, 167474, 165910, -1564.02, -281.329, -33141, 55.744
-0.15947, -3.32942e-07, -0.00383208, 167249, 165654, -1594.7, -319.34, -33294.2, 55.8401
-0.160818, -3.34487e-07, -0.00168297, 167014, 165406, -1608.18, -140.247, -33448.7, 55.9362
-0.159832, -3.3602e-07, 0.00123274, 166780, 165182, -1598.32, 102.729, -33602, 56.0321
-0.216212, -3.37457e-07, -0.101818, 166780, 164618, -2162.12, -8484.81, -33745.7, 56.0986
-0.183912, -3.38006e-07, 0.129852, 166457, 164618, -1839.12, 10821, -33800.6, 56.1284
-0.166984, -3.39606e-07, 0.0211979, 166085, 164415, -1669.84, 1766.49, -33960.6, 56.2242
-0.166138, -3.41202e-07, 0.00105679, 165768, 164107, -1661.38, 88.0659, -34120.2, 56.3203
-0.166138, -3.41467e-07, 0, 165768, 164107, -1661.38, 0, -34146.7, 56.3362
-0.161286, -3.42762e-07, 0.00724796, 165451, 163838, -1612.86, 603.996, -34276.2, 56.4166
-0.169351, -3.44384e-07, -0.0101068, 165031, 163337, -1693.51, -842.232, -34438.4, 56.5123
-0.199002, -3.45541e-07, -0.0611855, 165031, 163041, -1990.02, -5098.79, -34554.1, 56.5705
-0.152802, -3.46122e-07, 0.145976, 164569, 163041, -1528.02, 12164.7, -34612.2, 56.6085
-0.155132, -3.47613e-07, -0.00290949, 164403, 162852, -1551.32, -242.457, -34761.3, 56.7046
-0.150943, -3.4906e-07, 0.00524192, 164091, 162582, -1509.43, 436.827, -34906, 56.8005
-0.150943, -3.49309e-07, 0, 164091, 162582, -1509.43, 0, -34930.9, 56.817
-0.142667, -3.50448e-07, 0.0124457, 163777, 162350, -1426.67, 1037.14, -35044.8, 56.8968
-0.144643, -3.51833e-07, -0.00247648, 163396, 161950, -1446.43, -206.374, -35183.3, 56.9925
-0.130265, -3.53084e-07, 0.0179664, 163033, 161730, -1302.65, 1497.2, -35308.4, 57.0886
-0.130265, -3.53634e-07, 0, 163033, 161730, -1302.65, 0, -35363.4, 57.1308
-0.152439, -3.54455e-07, -0.049431, 162941, 161417, -1524.39, -4119.25, -35445.5, 57.1847
-0.121339, -3.55619e-07, 0.0389003, 162630, 161417, -1213.39, 3241.69, -35561.9, 57.2806
-0.10234, -3.58503e-07, 0.00809139, 162076, 161053, -1023.4, 674.282, -35850.3, 57.5624
-0.07664, -3.58552e-07, 0.477337, 161819, 161053, -766.4, 39778.1, -35855.2, 57.5688
-0.0690024, -3.59214e-07, 0.00955606, 161545, 160855, -690.024, 796.338, -35921.4, 57.6647
-0.0434007, -3.59631e-07, 0.0319878, 161250, 160816, -434.007, 2665.65, -35963.1, 57.7608
-0.035494, -3.59972e-07, 0.00987741, 161152, 160797, -354.94, 823.118, -35997.2, 57.8568
-0.035494, -3.60077e-07, 0, 161152, 160797, -354.94, 0, -36007.7, 57.8864
-0.0359372, -3.60316e-07, -0.000799526, 161154, 160795, -359.372, -66.6272, -36031.6, 57.9529
-0.048811, -3.60784e-07, -0.0161027, 161305, 160817, -488.11, -1341.89, -36078.4, 58.0488
-0.0992681, -3.61738e-07, -0.0630181, 161917, 160924, -992.681, -5251.51, -36173.8, 58.1449
-0.0861301, -3.62565e-07, 0.0164174, 161851, 160990, -861.301, 1368.11, -36256.5, 58.241
-0.0715199, -3.63252e-07, 0.0182574, 161817, 161102, -715.199, 1521.45, -36325.2, 58.337
-0.0715199, -3.63321e-07, 0, 161817, 161102, -715.199, 0, -36332.1, 58.3467
-0.0543094, -3.63791e-07, 0.0238325, 161758, 161215, -543.094, 1986.04, -36379.1, 58.4333
-0.0184687, -3.63968e-07, 0.0449278, 161665, 161480, -184.687, 3743.98, -36396.8, 58.529
0.00127449, -3.63962e-07, 0.0467594, 161665, 161678, 12.7449, 3896.62, -36396.2, 58.5797
0.0214745, -3.63864e-07, 0.0534008, 161463, 161678, 214.745, 4450.07, -36386.4, 58.6251
0.058201, -3.63306e-07, 0.0459079, 161233, 161815, 582.01, 3825.66, -36330.6, 58.7211
0.0931364, -3.62411e-07, 0.0436525, 161114, 162045, 931.364, 3637.71, -36241.1, 58.8171
0.0931364, -3.62294e-07, 0, 161114, 162045, 931.364, 0, -36229.4, 58.8297
0.145829, -3.61076e-07, 0.0757108, 161003, 162461, 1458.29, 6309.23, -36107.6, 58.9132
0.170855, -3.59437e-07, 0.0312976, 160992, 162701, 1708.55, 2608.13, -35943.7, 59.0092
0.18975, -3.57614e-07, 0.0236064, 161086, 162984, 1897.5, 1967.2, -35761.4, 59.1052
0.18975, -3.56991e-07, 0, 161086, 162984, 1897.5, 0, -35699.1, 59.1381
0.196767, -3.55745e-07, 0.0132955, 161244, 163212, 1967.67, 1107.96, -35574.5, 59.2014
0.205344, -3.53777e-07, 0.0107427, 161424, 163477, 2053.44, 895.224, -35377.7, 59.2972
0.263644, -3.51896e-07, 0.0980262, 161424, 164060, 2636.44, 8168.85, -35189.6, 59.3686
0.236944, -3.51304e-07, -0.128332, 161691, 164060, 2369.44, -10694.3, -35130.4, 59.3936
0.215595, -3.49239e-07, -0.0267362, 162111, 164267, 2155.95, -2228.01, -34923.9, 59.4894
0.208018, -3.47241e-07, -0.00946928, 162498, 164578, 2080.18, -789.107, -34724.1, 59.5854
0.198092, -3.45338e-07, -0.0123985, 162870, 164851, 1980.92, -1033.21, -34533.8, 59.6815
0.18171, -3.43594e-07, -0.0204773, 163272, 165089, 1817.1, -1706.44, -34359.4, 59.7775
0.236013, -3.4209e-07, 0.102283, 163272, 165632, 2360.13, 8523.62, -34209, 59.8412
0.185413, -3.41489e-07, -0.187352, 163778, 165632, 1854.13, -15612.6, -34148.9, 59.8736
0.147154, -3.40077e-07, -0.0478469, 164348, 165820, 1471.54, -3987.24, -34007.7, 59.9695
0.135843, -3.38773e-07, -0.0141376, 164709, 166067, 1358.43, -1178.13, -33877.3, 60.0656
0.135843, -3.38565e-07, 0, 164709, 166067, 1358.43, 0, -33856.5, 60.0808
0.120889, -3.37589e-07, -0.0222206, 165073, 166282, 1208.89, -1851.72, -33758.9, 60.1616
0.11073, -3.36525e-07, -0.0126924, 165530, 166637, 1107.3, -1057.7, -33652.5, 60.2577
0.128368, -3.35786e-07, 0.036749, 165530, 166814, 1283.68, 3062.42, -33578.6, 60.3152
0.080568, -3.35475e-07, -0.148577, 166008, 166814, 805.68, -12381.4, -33547.5, 60.3539
0.0843898, -3.34666e-07, 0.00478413, 166077, 166921, 843.898, 398.678, -33466.6, 60.4497
0.0732431, -3.33963e-07, -0.0139347, 166316, 167048, 732.431, -1161.23, -33396.3, 60.5457
0.0823935, -3.33264e-07, 0.0129552, 166316, 167140, 823.935, 1079.6, -33326.4, 60.6305
0.0601935, -3.33196e-07, -0.232499, 166538, 167140, 601.935, -19374.9, -33319.6, 60.6419
0.0485666, -3.3273e-07, -0.0145426, 166770, 167256, 485.666, -1211.88, -33273, 60.7379
0.033511, -3.32408e-07, -0.0188207, 166954, 167289, 335.11, -1568.39, -33240.8, 60.8339
0.0367973, -3.32055e-07, 0.00410813, 166916, 167284, 367.973, 342.344, -33205.5, 60.9298
0.0202153, -3.3186e-07, -0.0207147, 167059, 167261, 202.153, -1726.22, -33186, 61.0259
0.0153014, -3.3174e-07, -0.00751875, 167059, 167212, 153.014, -626.563, -33174, 61.1043
0.00180142, -3.31737e-07, -0.0912273, 167194, 167212, 18.0142, -7602.28, -33173.7, 61.1221
-0.0264229, -3.3199e-07, -0.0353483, 167320, 167056, -264.229, -2945.69, -33199, 61.2179
-0.0429555, -3.32403e-07, -0.0206546, 167357, 166927, -429.555, -1721.22, -33240.3, 61.314
-0.0429555, -3.32515e-07, 0, 167357, 166927, -429.555, 0, -33251.5, 61.3401
-0.0610249, -3.32942e-07, -0.0310258, 167401, 166791, -610.249, -2585.49, -33294.2, 61.41
-0.0797205, -3.33707e-07, -0.0233768, 167442, 166645, -797.205, -1948.07, -33370.7, 61.506
-0.118882, -3.3455e-07, -0.0662472, 167442, 166253, -1188.82, -5520.6, -33455, 61.5769
-0.115882, -3.34844e-07, 0.0142216, 167412, 166253, -1158.82, 1185.13, -33484.4, 61.6022
-0.116151, -3.35957e-07, -0.000336694, 167252, 166090, -1161.51, -28.0579, -33595.7, 61.698
-0.129928, -3.37205e-07, -0.0172135, 167136, 165837, -1299.28, -1434.46, -33720.5, 61.7941
-0.129928, -3.37498e-07, 0, 167136, 165837, -1299.28, 0, -33749.8, 61.8167
-0.141952, -3.3854e-07, -0.0196498, 167014, 165594, -1419.52, -1637.49, -33854, 61.8901
-0.164689, -3.40122e-07, -0.0284134, 166768, 165121, -1646.89, -2367.78, -34012.2, 61.9861
-0.164954, -3.41706e-07, -0.000330696, 166479, 164829, -1649.54, -27.558, -34170.6, 62.0822
-0.164954, -3.42486e-07, 0, 166479, 164829, -1649.54, 0, -34248.6, 62.1294
-0.170777, -3.43322e-07, -0.0142728, 166269, 164561, -1707.77, -1189.4, -34332.2, 62.1784
-0.170828, -3.4496e-07, -6.46487e-05, 166028, 164320, -1708.28, -5.38739, -34496, 62.2743
-0.17405, -3.46631e-07, -0.00402513, 165751, 164011, -1740.5, -335.427, -34663.1, 62.3703
-0.187094, -3.48428e-07, -0.0163031, 165416, 163545, -1870.94, -1358.59, -34842.8, 62.4663
-0.176924, -3.51832e-07, 0.0063433, 164756, 162987, -1769.24, 528.608, -35183.2, 62.6587
-0.166903, -3.53428e-07, 0.0125705, 164439, 162770, -1669.03, 1047.54, -35342.8, 62.7544
-0.190999, -3.54908e-07, -0.0373241, 164439, 162529, -1909.99, -3110.34, -35490.8, 62.8319
-0.157499, -3.55203e-07, 0.214497, 164104, 162529, -1574.99, 17874.7, -35520.3, 62.8506
-0.176436, -3.56895e-07, -0.0236949, 163874, 162110, -1764.36, -1974.57, -35689.5, 62.9465
-0.200052, -3.58817e-07, -0.0295069, 163878, 161877, -2000.52, -2458.91, -35881.7, 63.0426
-0.200052, -3.59372e-07, 0, 163878, 161877, -2000.52, 0, -35937.2, 63.0703
-0.21175, -3.60821e-07, -0.0205125, 163781, 161663, -2117.5, -1709.37, -36082.1, 63.1387
-0.185735, -3.626e-07, 0.0325889, 163397, 161540, -1857.35, 2715.74, -36260, 63.2345
-0.1868, -3.64396e-07, -0.0013303, 163093, 161225, -1868, -110.858, -36439.6, 63.3307
-0.196781, -3.65543e-07, -0.0205596, 163093, 161125, -1967.81, -1713.3, -36554.3, 63.3889
-0.195581, -3.66282e-07, 0.00380866, 163081, 161125, -1955.81, 317.388, -36628.2, 63.4268
-0.165687, -3.67873e-07, 0.0373673, 162672, 161015, -1656.87, 3113.94, -36787.3, 63.5228
-0.131275, -3.69136e-07, 0.0429147, 162249, 160936, -1312.75, 3576.22, -36913.6, 63.619
-0.131275, -3.69172e-07, 0, 162249, 160936, -1312.75, 0, -36917.2, 63.6218
-0.102416, -3.70126e-07, 0.0371918, 161855, 160831, -1024.16, 3099.31, -37012.6, 63.7149
-0.0711269, -3.70809e-07, 0.0391168, 161512, 160801, -711.269, 3259.73, -37080.9, 63.8109
-0.0322975, -3.71119e-07, 0.0484966, 161121, 160798, -322.975, 4041.38, -37111.9, 63.9069
0.000922119, -3.7111e-07, 0.0415435, 160807, 160816, 9.22119, 3461.96, -37111, 64.0029
0.00468925, -3.71066e-07, 0.00474538, 160807, 160854, 46.8925, 395.449, -37106.6, 64.0981
0.0264893, -3.71063e-07, 2.94857, 160589, 160854, 264.893, 245714, -37106.3, 64.099
0.0535276, -3.70549e-07, 0.0338072, 160439, 160974, 535.276, 2817.26, -37054.9, 64.195
0.0727344, -3.69851e-07, 0.0240076, 160337, 161064, 727.344, 2000.64, -36985.1, 64.291
0.0727344, -3.69576e-07, 0, 160337, 161064, 727.344, 0, -36957.6, 64.3288
0.0880631, -3.69062e-07, 0.0315194, 160315, 161196, 880.631, 2626.62, -36906.2, 64.3872
0.0971429, -3.68131e-07, 0.0113605, 160321, 161292, 971.429, 946.709, -36813.1, 64.4831
0.114305, -3.6717e-07, 0.0245006, 160321, 161464, 1143.05, 2041.72, -36717, 64.5671
0.0978047, -3.67003e-07, -0.115867, 160486, 161464, 978.047, -9655.62, -36700.3, 64.5842
-0.0241813, -3.67223e-07, -0.160689, 162031, 161789, -241.813, -13390.7, -36722.3, 64.6753
-0.0433828, -3.67639e-07, -0.0240326, 162419, 161985, -433.828, -2002.72, -36763.9, 64.7712
-0.0360136, -3.67985e-07, 0.00921196, 162586, 162226, -360.136, 767.664, -36798.5, 64.8672
-0.0360136, -3.68061e-07, 0, 162586, 162226, -360.136, 0, -36806.1, 64.8884
-0.0132386, -3.6816e-07, 0.0365078, 162799, 162667, -132.386, 3042.32, -36816, 64.9633
-0.0260386, -3.6841e-07, -0.0160025, 162927, 162667, -260.386, -1333.54, -36841, 65.0592
0.0279486, -3.68242e-07, 0.107405, 162927, 163206, 279.486, 8950.4, -36824.2, 65.1196
0.0406486, -3.68087e-07, 0.0401246, 162800, 163206, 406.486, 3343.71, -36808.7, 65.1575
0.0870572, -3.67271e-07, 0.0593819, 162535, 163406, 870.572, 4948.49, -36727.1, 65.2513
0.122698, -3.66092e-07, 0.0445252, 162487, 163714, 1226.98, 3710.44, -36609.2, 65.3474
0.154202, -3.64612e-07, 0.0393848, 162447, 163989, 1542.02, 3282.07, -36461.2, 65.4434
0.206676, -3.62627e-07, 0.0655544, 162441, 164508, 2066.76, 5462.87, -36262.7, 65.5394
0.236714, -3.61426e-07, 0.071032, 162441, 164808, 2367.14, 5919.33, -36142.6, 65.5902
0.237814, -3.60342e-07, 0.00289829, 162430, 164808, 2378.14, 241.524, -36034.2, 65.6357
0.231368, -3.58127e-07, -0.00807851, 162697, 165011, 2313.68, -673.209, -35812.7, 65.7315
0.232365, -3.55895e-07, 0.00124651, 162986, 165310, 2323.65, 103.876, -35589.5, 65.8275
0.232365, -3.5589e-07, 0, 162986, 165310, 2323.65, 0, -35589, 65.8278
0.245188, -3.5354e-07, 0.016056, 163329, 165781, 2451.88, 1338, -35354, 65.9236
0.223763, -3.51392e-07, -0.0267845, 163771, 166009, 2237.63, -2232.05, -35139.2, 66.0196
0.247482, -3.50215e-07, 0.0598648, 163771, 166246, 2474.82, 4988.74, -35021.5, 66.0671
0.194782, -3.49267e-07, -0.129914, 164298, 166246, 1947.82, -10826.1, -34926.7, 66.1158
0.165762, -3.47679e-07, -0.0363447, 164747, 166405, 1657.62, -3028.72, -34767.9, 66.2116
0.141822, -3.46317e-07, -0.0299274, 165181, 166599, 1418.22, -2493.95, -34631.7, 66.3076
0.172941, -3.45052e-07, 0.0510559, 165181, 166910, 1729.41, 4254.66, -34505.2, 66.3808
0.126541, -3.44762e-07, -0.242493, 165645, 166910, 1265.41, -20207.8, -34476.2, 66.4037
0.0848308, -3.43948e-07, -0.0521427, 166170, 167018, 848.308, -4345.23, -34394.8, 66.4997
0.0524513, -3.43444e-07, -0.0404303, 166603, 167128, 524.513, -3369.19, -34344.4, 66.5958
0.0436405, -3.43025e-07, -0.0110182, 166759, 167195, 436.405, -918.184, -34302.5, 66.6918
0.0254389, -3.42781e-07, -0.022759, 166985, 167239, 254.389, -1896.59, -34278.1, 66.7878
0.0291407, -3.42593e-07, 0.00689169, 166985, 167276, 291.407, 574.307, -34259.3, 66.8522
0.000240667, -3.42592e-07, -0.108501, 167274, 167276, 2.40667, -9041.76, -34259.2, 66.8842
-0.0301904, -3.42881e-07, -0.038167, 167563, 167261, -301.904, -3180.59, -34288.1, 66.9799
-0.0404358, -3.43269e-07, -0.0127924, 167587, 167183, -404.358, -1066.03, -34326.9, 67.076
-0.0487036, -3.43577e-07, -0.0156986, 167587, 167100, -487.036, -1308.21, -34357.7, 67.1392
-0.0509036, -3.43746e-07, -0.00798767, 167609, 167100, -509.036, -665.639, -34374.6, 67.1722
-0.0649616, -3.44368e-07, -0.017605, 167663, 167013, -649.616, -1467.09, -34436.8, 67.268
-0.0797515, -3.45134e-07, -0.0184867, 167664, 166866, -797.515, -1540.55, -34513.4, 67.364
-0.0882751, -3.45981e-07, -0.0106526, 167475, 166592, -882.751, -887.718, -34598.1, 67.4601
-0.0968865, -3.46912e-07, -0.0107527, 167354, 166385, -968.865, -896.061, -34691.2, 67.5562
-0.118857, -3.47515e-07, -0.0519604, 167354, 166165, -1188.57, -4330.03, -34751.5, 67.6069
-0.108557, -3.48007e-07, 0.0272814, 167251, 166165, -1085.57, 2273.45, -34800.7, 67.6522
-0.1208, -3.5033e-07, -0.00764096, 166948, 165740, -1208, -636.747, -35033, 67.8445
-0.147241, -3.51741e-07, -0.0331213, 166745, 165273, -1472.41, -2760.11, -35174.1, 67.9403
-0.147727, -3.5316e-07, -0.000606465, 166492, 165015, -1477.27, -50.5387, -35316, 68.0364
-0.147727, -3.5367e-07, 0, 166492, 165015, -1477.27, 0, -35367, 68.0709
-0.151361, -3.546e-07, -0.00709591, 166228, 164714, -1513.61, -591.326, -35460, 68.1324
-0.161605, -3.56152e-07, -0.0128008, 166130, 164514, -1616.05, -1066.73, -35615.2, 68.2284
-0.185188, -3.57931e-07, -0.0294558, 166057, 164205, -1851.88, -2454.65, -35793.1, 68.3245
-0.236081, -3.59479e-07, -0.0931923, 166057, 163696, -2360.81, -7766.03, -35947.9, 68.39
-0.205881, -3.60108e-07, 0.118621, 165755, 163696, -2058.81, 9885.09, -36010.8, 68.4205
-0.199468, -3.62022e-07, 0.00801641, 165422, 163427, -1994.68, 668.034, -36202.2, 68.5165
-0.198391, -3.63927e-07, 0.0013464, 165122, 163138, -1983.91, 112.2, -36392.7, 68.6125
-0.198391, -3.6422e-07, 0, 165122, 163138, -1983.91, 0, -36422, 68.6273
-0.19271, -3.65785e-07, 0.0083934, 164807, 162880, -1927.1, 699.45, -36578.5, 68.7085
-0.194982, -3.67657e-07, -0.00284055, 164375, 162425, -1949.82, -236.712, -36765.7, 68.8045
-0.17051, -3.69295e-07, 0.0305606, 163882, 162177, -1705.1, 2546.72, -36929.5, 68.9006
-0.162838, -3.70859e-07, 0.00958655, 163645, 162017, -1628.38, 798.879, -37085.9, 68.9966
-0.147907, -3.72279e-07, 0.0186642, 163275, 161796, -1479.07, 1555.35, -37227.9, 69.0926
-0.147907, -3.72364e-07, 0, 163275, 161796, -1479.07, 0, -37236.4, 69.0984
-0.142873, -3.73655e-07, 0.00668534, 162892, 161463, -1428.73, 557.112, -37365.5, 69.1887
-0.118912, -3.74796e-07, 0.0299505, 162506, 161317, -1189.12, 2495.88, -37479.6, 69.2847
-0.133841, -3.75409e-07, -0.0391297, 162506, 161168, -1338.41, -3260.81, -37540.9, 69.3305
-0.0997409, -3.75912e-07, 0.0810765, 162165, 161168, -997.409, 6756.38, -37591.2, 69.381
-0.0824916, -3.76703e-07, 0.0215947, 161902, 161077, -824.916, 1799.56, -37670.3, 69.4768
-0.093088, -3.77565e-07, -0.0137391, 161902, 160971, -930.88, -1144.92, -37756.5, 69.5694
-0.066888, -3.77589e-07, 0.85497, 161640, 160971, -668.88, 71247.5, -37758.9, 69.5731
-0.0556428, -3.78122e-07, 0.0140843, 161400, 160844, -556.428, 1173.69, -37812.2, 69.6689
-0.0361839, -3.7847e-07, 0.0243122, 161167, 160805, -361.839, 2026.01, -37847, 69.7649
-0.0151369, -3.78615e-07, 0.026299, 160938, 160787, -151.369, 2191.58, -37861.5, 69.861
-0.0151369, -3.78657e-07, 0, 160938, 160787, -151.369, 0, -37865.7, 69.8884
-0.00672041, -3.78703e-07, 0.0147201, 160881, 160814, -67.2041, 1226.68, -37870.3, 69.957
-0.00842041, -3.78784e-07, -0.00212498, 160898, 160814, -84.2041, -177.082, -37878.4, 70.053
0.00269707, -3.78765e-07, 0.0195352, 160898, 160925, 26.9707, 1627.93, -37876.5, 70.1213
-0.120203, -3.791e-07, -0.530087, 162127, 160925, -1202.03, -44173.9, -37910, 70.1491
-0.11901, -3.80242e-07, 0.00149054, 162184, 160994, -1190.1, 124.211, -38024.2, 70.2451
-0.107194, -3.81272e-07, 0.0147629, 162180, 161108, -1071.94, 1230.25, -38127.2, 70.3412
-0.0958884, -3.82193e-07, 0.0141222, 162173, 161214, -958.884, 1176.85, -38219.3, 70.4372
-0.0692258, -3.82857e-07, 0.0333464, 162171, 161479, -692.258, 2778.86, -38285.7, 70.5332
-0.0489896, -3.83138e-07, 0.0424517, 162171, 161681, -489.896, 3537.64, -38313.8, 70.5904
-0.0484896, -3.83326e-07, 0.00154245, 162166, 161681, -484.896, 128.538, -38332.6, 70.6293
-0.0292825, -3.83607e-07, 0.023993, 162119, 161826, -292.825, 1999.41, -38360.7, 70.7253
0.0164032, -3.8345e-07, 0.0571111, 161899, 162063, 164.032, 4759.26, -38345, 70.8213
0.0164032, -3.83438e-07, 0, 161899, 162063, 164.032, 0, -38343.8, 70.8284
0.0547303, -3.8295e-07, 0.0515771, 161728, 162275, 547.303, 4298.09, -38295, 70.9176
0.108576, -3.8191e-07, 0.0674693, 161628, 162714, 1085.76, 5622.44, -38191, 71.0134
0.136676, -3.81176e-07, 0.0627799, 161628, 162995, 1366.76, 5231.65, -38117.6, 71.0671
0.140376, -3.80486e-07, 0.00902493, 161591, 162995, 1403.76, 752.078, -38048.6, 71.1163
0.164793, -3.79016e-07, 0.0328471, 161550, 163198, 1647.93, 2737.26, -37901.6, 71.2055
0.185733, -3.77232e-07, 0.0261673, 161639, 163496, 1857.33, 2180.61, -37723.2, 71.3015
0.213556, -3.7556e-07, 0.0426351, 161639, 163775, 2135.56, 3552.93, -37556, 71.3798
0.204956, -3.75192e-07, -0.0575642, 161725, 163775, 2049.56, -4797.02, -37519.2, 71.3977
0.230525, -3.72984e-07, 0.0320253, 161990, 164295, 2305.25, 2668.77, -37298.4, 71.4936
0.228136, -3.70792e-07, -0.00298371, 162324, 164605, 2281.36, -248.643, -37079.2, 71.5896
0.223371, -3.68647e-07, -0.00595642, 162641, 164875, 2233.71, -496.369, -36864.7, 71.6856
0.207956, -3.66651e-07, -0.0192642, 163031, 165111, 2079.56, -1605.35, -36665.1, 71.7817
0.233633, -3.65022e-07, 0.0442058, 163031, 165367, 2336.33, 3683.82, -36502.2, 71.8514
0.189833, -3.64519e-07, -0.198167, 163469, 165367, 1898.33, -16513.9, -36451.9, 71.8779
0.187191, -3.62724e-07, -0.00330784, 163962, 165834, 1871.91, -275.653, -36272.4, 71.9737
0.164729, -3.61143e-07, -0.0280754, 164437, 166084, 1647.29, -2339.62, -36114.3, 72.0697
0.164729, -3.60754e-07, 0, 164437, 166084, 1647.29, 0, -36075.4, 72.0934
0.161429, -3.59585e-07, -0.00546867, 164856, 166470, 1614.29, -455.722, -35958.5, 72.1658
0.116029, -3.5847e-07, -0.0567137, 165310, 166470, 1160.29, -4726.14, -35847, 72.2618
0.150913, -3.57548e-07, 0.0684653, 165310, 166819, 1509.13, 5705.44, -35754.8, 72.323
0.114113, -3.57149e-07, -0.126443, 165678, 166819, 1141.13, -10536.9, -35714.9, 72.3579
0.117971, -3.56016e-07, 0.00481846, 165742, 166922, 1179.71, 401.538, -35601.6, 72.454
0.108323, -3.54976e-07, -0.0120659, 166022, 167105, 1083.23, -1005.49, -35497.6, 72.5499
0.116202, -3.5434e-07, 0.0172717, 166022, 167184, 1162.02, 1439.31, -35434, 72.6047
