P, I, D, input, setpoint, err, dErr, int, t
-0.189346, -3.59346e-07, -0.032756, 164135, 162242, -1893.46, -2729.66, -35934.6, 92.9089
-0.17769, -3.61051e-07, 0.0145737, 163810, 162033, -1776.9, 1214.47, -36105.1, 93.0049
-0.16505, -3.62636e-07, 0.015798, 163464, 161814, -1650.5, 1316.5, -36263.6, 93.1009
-0.16505, -3.63145e-07, 0, 163464, 161814, -1650.5, 0, -36314.5, 93.1318
-0.158037, -3.64176e-07, 0.0129011, 163218, 161638, -1580.37, 1075.09, -36417.6, 93.197
-0.137663, -3.65497e-07, 0.0254696, 162879, 161502, -1376.63, 2122.47, -36549.7, 93.293
-0.115142, -3.66603e-07, 0.0281416, 162500, 161349, -1151.42, 2345.13, -36660.3, 93.389
-0.0986593, -3.6755e-07, 0.0206046, 162111, 161124, -986.593, 1717.05, -36755, 93.485
-0.0775273, -3.68295e-07, 0.0263927, 161804, 161029, -775.273, 2199.39, -36829.5, 93.5811
-0.0775273, -3.68556e-07, 0, 161804, 161029, -775.273, 0, -36855.6, 93.6148
-0.0556454, -3.68904e-07, 0.0420021, 161510, 160954, -556.454, 3500.17, -36890.4, 93.6773
-0.0331558, -3.69222e-07, 0.0281668, 161245, 160913, -331.558, 2347.24, -36922.2, 93.7731
-0.00443164, -3.69307e-07, 0.0179364, 160920, 160876, -44.3164, 1494.7, -36930.7, 93.9653
0.0107326, -3.69204e-07, 0.0189573, 160800, 160907, 107.326, 1579.77, -36920.4, 94.0613
0.0107326, -3.69188e-07, 0, 160800, 160907, 107.326, 0, -36918.8, 94.0759
0.0254387, -3.6898e-07, 0.0216189, 160702, 160956, 254.387, 1801.58, -36898, 94.1576
0.0416993, -3.68581e-07, 0.0203645, 160687, 161104, 416.993, 1697.04, -36858.1, 94.2534
0.0535029, -3.68067e-07, 0.0147443, 160687, 161222, 535.029, 1228.69, -36806.7, 94.3494
0.0644598, -3.67773e-07, 0.028892, 160687, 161332, 644.598, 2407.66, -36777.3, 94.395
0.0642598, -3.67449e-07, -0.000475049, 160689, 161332, 642.598, -39.5874, -36744.9, 94.4455
0.0780671, -3.66699e-07, 0.0172552, 160696, 161477, 780.671, 1437.94, -36669.9, 94.5415
0.0944433, -3.65914e-07, 0.0236506, 160696, 161640, 944.433, 1970.89, -36591.4, 94.6246
0.0919433, -3.65796e-07, -0.0231988, 160721, 161640, 919.433, -1933.24, -36579.6, 94.6375
0.115593, -3.64686e-07, 0.0295613, 160827, 161983, 1155.93, 2463.44, -36468.6, 94.7335
0.1256, -3.6348e-07, 0.0125036, 160965, 162221, 1256, 1041.96, -36348, 94.8296
0.132909, -3.62203e-07, 0.00913305, 161116, 162445, 1329.09, 761.088, -36220.3, 94.9256
0.139532, -3.60863e-07, 0.00827592, 161256, 162651, 1395.32, 689.66, -36086.3, 95.0216
0.151583, -3.59407e-07, 0.0150558, 161445, 162961, 1515.83, 1254.65, -35940.7, 95.1177
0.182724, -3.57653e-07, 0.0389295, 161621, 163448, 1827.24, 3244.12, -35765.3, 95.2137
0.191363, -3.55814e-07, 0.0107836, 161802, 163716, 1913.63, 898.635, -35581.4, 95.3098
0.191363, -3.55189e-07, 0, 161802, 163716, 1913.63, 0, -35518.9, 95.3425
0.192477, -3.5397e-07, 0.00211034, 162071, 163996, 1924.77, 175.862, -35397, 95.4058
0.190124, -3.52145e-07, -0.00294057, 162336, 164237, 1901.24, -245.048, -35214.5, 95.5018
0.217858, -3.50529e-07, 0.0448831, 162336, 164515, 2178.58, 3740.26, -35052.9, 95.5759
0.188758, -3.50116e-07, -0.159396, 162627, 164515, 1887.58, -13283, -35011.6, 95.5978
0.206295, -3.48136e-07, 0.0219233, 162965, 165028, 2062.95, 1826.95, -34813.6, 95.6938
0.198907, -3.46225e-07, -0.00923198, 163338, 165327, 1989.07, -769.331, -34622.5, 95.7899
0.198907, -3.45647e-07, 0, 163338, 165327, 1989.07, 0, -34564.7, 95.8189
0.191428, -3.44362e-07, -0.0133596, 163697, 165611, 1914.28, -1113.3, -34436.2, 95.8861
0.168748, -3.42745e-07, -0.0284139, 164111, 165798, 1687.48, -2367.82, -34274.5, 95.9819
0.181382, -3.41002e-07, 0.0157784, 164471, 166285, 1813.82, 1314.86, -34100.2, 96.078
0.201458, -3.3991e-07, 0.0444317, 164471, 166486, 2014.58, 3702.64, -33991, 96.1322
0.185658, -3.3913e-07, -0.0451005, 164629, 166486, 1856.58, -3758.38, -33913, 96.1742
0.160369, -3.37593e-07, -0.0316688, 165044, 166648, 1603.69, -2639.07, -33759.3, 96.2701
0.143129, -3.36219e-07, -0.0215505, 165403, 166834, 1431.29, -1795.88, -33621.9, 96.3661
0.136065, -3.34912e-07, -0.00882675, 165708, 167069, 1360.65, -735.562, -33491.2, 96.4621
0.110598, -3.3385e-07, -0.0318204, 166015, 167121, 1105.98, -2651.7, -33385, 96.5581
0.127802, -3.33026e-07, 0.0320408, 166015, 167293, 1278.02, 2670.07, -33302.6, 96.6226
0.087302, -3.32749e-07, -0.152908, 166420, 167293, 873.02, -12742.3, -33274.9, 96.6543
0.0535111, -3.32236e-07, -0.0422985, 166793, 167328, 535.111, -3524.87, -33223.6, 96.7502
0.0339037, -3.3191e-07, -0.024495, 167023, 167362, 339.037, -2041.25, -33191, 96.8463
0.0112069, -3.31803e-07, -0.0283778, 167252, 167364, 112.069, -2364.82, -33180.3, 96.9422
-0.0143897, -3.31941e-07, -0.0319663, 167443, 167299, -143.897, -2663.86, -33194.1, 97.0383
-0.0192176, -3.3201e-07, -0.0161444, 167443, 167251, -192.176, -1345.37, -33201, 97.0742
-0.0459327, -3.32287e-07, -0.0532166, 167647, 167188, -459.327, -4434.72, -33228.7, 97.1345
-0.0656327, -3.32916e-07, -0.0246673, 167844, 167188, -656.327, -2055.61, -33291.6, 97.2303
-0.0906992, -3.33787e-07, -0.0313061, 167847, 166940, -906.992, -2608.84, -33378.7, 97.3264
-0.1054, -3.34383e-07, -0.0311782, 167847, 166793, -1054, -2598.19, -33438.3, 97.3829
-0.1051, -3.348e-07, 0.000909459, 167844, 166793, -1051, 75.7882, -33480, 97.4225
-0.117096, -3.35923e-07, -0.0150073, 167817, 166646, -1170.96, -1250.61, -33592.3, 97.5185
-0.123322, -3.37106e-07, -0.00778391, 167696, 166463, -1233.22, -648.659, -33710.6, 97.6144
-0.143884, -3.38489e-07, -0.0256811, 167507, 166068, -1438.84, -2140.09, -33848.9, 97.7105
-0.149865, -3.39928e-07, -0.00747248, 167307, 165808, -1498.65, -622.707, -33992.8, 97.8066
-0.177339, -3.40772e-07, -0.0693197, 167307, 165534, -1773.39, -5776.64, -34077.2, 97.8541
-0.152839, -3.41515e-07, 0.0604598, 167062, 165534, -1528.39, 5038.32, -34151.5, 97.9027
-0.145008, -3.42905e-07, 0.00980291, 166800, 165350, -1450.08, 816.909, -34290.5, 97.9986
-0.174076, -3.44517e-07, -0.037657, 166800, 165059, -1740.76, -3138.08, -34451.7, 98.0912
-0.148776, -3.44568e-07, 0.893897, 166547, 165059, -1487.76, 74491.4, -34456.8, 98.0946
-0.17049, -3.46206e-07, -0.0271212, 166273, 164568, -1704.9, -2260.1, -34620.6, 98.1907
-0.159462, -3.47737e-07, 0.0137793, 165901, 164306, -1594.62, 1148.28, -34773.7, 98.2867
-0.159462, -3.48339e-07, 0, 165901, 164306, -1594.62, 0, -34833.9, 98.3245
-0.151591, -3.49226e-07, 0.0161434, 165528, 164012, -1515.91, 1345.28, -34922.6, 98.383
-0.145459, -3.50619e-07, 0.00767946, 165270, 163815, -1454.59, 639.955, -35061.9, 98.4788
-0.171945, -3.52129e-07, -0.0362028, 165270, 163551, -1719.45, -3016.9, -35212.9, 98.5666
-0.147045, -3.52253e-07, 0.353369, 165021, 163551, -1470.45, 29447.4, -35225.3, 98.575
-0.302256, -3.55149e-07, -0.194429, 166057, 163034, -3022.56, -16202.4, -35514.9, 98.6708
-0.314582, -3.58171e-07, -0.0153976, 165936, 162790, -3145.82, -1283.14, -35817.1, 98.7669
-0.310893, -3.61156e-07, 0.00461047, 165642, 162533, -3108.93, 384.206, -36115.6, 98.8629
-0.310893, -3.61689e-07, 0, 165642, 162533, -3108.93, 0, -36168.9, 98.8801
-0.30729, -3.64117e-07, 0.00547232, 165369, 162296, -3072.9, 456.026, -36411.7, 98.9591
-0.296247, -3.72649e-07, 0.00460115, 164681, 161719, -2962.47, 383.429, -37264.9, 99.2471
-0.264038, -3.75185e-07, 0.0402458, 164074, 161434, -2640.38, 3353.82, -37518.5, 99.3431
-0.264038, -3.75408e-07, 0, 164074, 161434, -2640.38, 0, -37540.8, 99.3516
-0.218237, -3.7732e-07, 0.0627325, 163490, 161308, -2182.37, 5227.71, -37732, 99.4392
-0.195741, -3.79199e-07, 0.0281234, 163066, 161109, -1957.41, 2343.61, -37919.9, 99.5352
-0.203392, -3.8017e-07, -0.0192356, 163066, 161032, -2033.92, -1602.97, -38017, 99.5829
-0.208074, -3.81177e-07, -0.0116023, 163074, 160993, -2080.74, -966.855, -38117.7, 99.6313
-0.195974, -3.83057e-07, 0.0151422, 162953, 160993, -1959.74, 1261.85, -38305.7, 99.7272
-0.199328, -3.84936e-07, -0.00426853, 162953, 160960, -1993.28, -355.711, -38493.6, 99.8215
-0.151628, -3.84966e-07, 2.85045, 162476, 160960, -1516.28, 237537, -38496.6, 99.8235
-0.107118, -3.85993e-07, 0.0557558, 162028, 160957, -1071.18, 4646.32, -38599.3, 99.9193
-0.0679293, -3.86645e-07, 0.0489704, 161650, 160971, -679.293, 4080.87, -38664.5, 100.015
-0.0207518, -3.86844e-07, 0.0589224, 161222, 161014, -207.518, 4910.2, -38684.4, 100.111
0.0234559, -3.86619e-07, 0.0552486, 160838, 161073, 234.559, 4604.05, -38661.9, 100.207
0.068616, -3.85961e-07, 0.0564698, 160471, 161157, 686.16, 4705.82, -38596.1, 100.303
0.0928, -3.85304e-07, 0.0410146, 160471, 161399, 928, 3417.88, -38530.4, 100.374
0.116, -3.85009e-07, 0.109595, 160239, 161399, 1160, 9132.92, -38500.9, 100.4
0.0196701, -3.8482e-07, -0.120375, 161302, 161499, 196.701, -10031.2, -38482, 100.496
0.0315585, -3.84517e-07, 0.0148605, 161363, 161679, 315.585, 1238.38, -38451.7, 100.592
0.0381454, -3.84151e-07, 0.00823288, 161459, 161840, 381.454, 686.074, -38415.1, 100.688
0.0376711, -3.8379e-07, -0.000592892, 161637, 162014, 376.711, -49.4077, -38379, 100.784
0.0833656, -3.83296e-07, 0.0925643, 161637, 162471, 833.656, 7713.69, -38329.6, 100.843
0.0597656, -3.83074e-07, -0.0764399, 161873, 162471, 597.656, -6369.99, -38307.4, 100.88
0.062732, -3.82473e-07, 0.00371292, 162021, 162648, 627.32, 309.41, -38247.3, 100.976
0.101866, -3.81496e-07, 0.0489519, 161902, 162921, 1018.66, 4079.33, -38149.6, 101.072
0.101866, -3.81395e-07, 0, 161902, 162921, 1018.66, 0, -38139.5, 101.082
0.118709, -3.80372e-07, 0.0234605, 161992, 163179, 1187.09, 1955.04, -38037.2, 101.168
0.151746, -3.78915e-07, 0.0413005, 162161, 163678, 1517.46, 3441.7, -37891.5, 101.264
0.181576, -3.77854e-07, 0.061215, 162161, 163977, 1815.76, 5101.25, -37785.4, 101.322
0.158976, -3.77255e-07, -0.0720826, 162387, 163977, 1589.76, -6006.88, -37725.5, 101.36
0.174498, -3.75578e-07, 0.019376, 162447, 164192, 1744.98, 1614.67, -37557.8, 101.456
0.179807, -3.73854e-07, 0.0066449, 162701, 164499, 1798.07, 553.742, -37385.4, 101.552
0.208209, -3.72128e-07, 0.0411088, 162701, 164783, 2082.09, 3425.73, -37212.8, 101.635
0.185509, -3.7188e-07, -0.204239, 162928, 164783, 1855.09, -17019.9, -37188, 101.648
0.200541, -3.69959e-07, 0.0188222, 163275, 165280, 2005.41, 1568.52, -36995.9, 101.744
0.19447, -3.68091e-07, -0.00758608, 163627, 165572, 1944.7, -632.174, -36809.1, 101.84
0.197671, -3.66192e-07, 0.00399933, 163850, 165827, 1976.71, 333.277, -36619.2, 101.936
0.182287, -3.64443e-07, -0.0192327, 164208, 166031, 1822.87, -1602.73, -36444.3, 102.032
0.172432, -3.62581e-07, -0.0109529, 164604, 166328, 1724.32, -912.745, -36258.1, 102.14
0.172432, -3.62577e-07, 0, 164604, 166328, 1724.32, 0, -36257.7, 102.14
0.177433, -3.61088e-07, 0.00714963, 164927, 166701, 1774.33, 595.803, -36108.8, 102.224
0.187429, -3.59289e-07, 0.0124985, 165001, 166875, 1874.29, 1041.54, -35928.9, 102.32
0.164509, -3.57707e-07, -0.028608, 165377, 167022, 1645.09, -2384, -35770.7, 102.416
0.139898, -3.56365e-07, -0.0307902, 165736, 167135, 1398.98, -2565.85, -35636.5, 102.512
0.149946, -3.55023e-07, 0.0134665, 165736, 167235, 1499.46, 1122.21, -35502.3, 102.602
0.119546, -3.54942e-07, -0.536109, 166040, 167235, 1195.46, -44675.8, -35494.2, 102.609
0.10111, -3.53973e-07, -0.023098, 166356, 167367, 1011.1, -1924.83, -35397.3, 102.704
0.0694518, -3.53306e-07, -0.0395737, 166721, 167416, 694.518, -3297.81, -35330.6, 102.8
0.0694518, -3.5307e-07, 0, 166721, 167416, 694.518, 0, -35307, 102.834
0.037766, -3.52835e-07, -0.0610616, 167043, 167421, 377.66, -5088.47, -35283.5, 102.897
0.00933201, -3.52746e-07, -0.0356281, 167317, 167410, 93.3201, -2969.01, -35274.6, 102.992
0.00521608, -3.52704e-07, -0.00623308, 167317, 167369, 52.1608, -519.424, -35270.4, 103.072
-0.0103839, -3.52722e-07, -0.11022, 167473, 167369, -103.839, -9184.99, -35272.2, 103.089
0.0398753, -3.5234e-07, 0.062921, 166830, 167229, 398.753, 5243.42, -35234, 103.184
0.0211352, -3.52137e-07, -0.0234122, 166915, 167126, 211.352, -1951.02, -35213.7, 103.28
-0.00074494, -3.52144e-07, -0.0273502, 166983, 166976, -7.4494, -2279.19, -35214.4, 103.376
-0.0107602, -3.52247e-07, -0.0125234, 166953, 166845, -107.602, -1043.62, -35224.7, 103.472
-0.0429749, -3.5266e-07, -0.0402344, 166920, 166490, -429.749, -3352.87, -35266, 103.569
-0.0657322, -3.53015e-07, -0.0505684, 166920, 166263, -657.322, -4214.03, -35301.5, 103.623
-0.0582322, -3.5326e-07, 0.0213832, 166845, 166263, -582.322, 1781.94, -35326, 103.665
-0.058511, -3.53822e-07, -0.000348548, 166679, 166094, -585.11, -29.0457, -35382.2, 103.761
-0.0834938, -3.54623e-07, -0.0312151, 166670, 165835, -834.938, -2601.26, -35462.3, 103.857
-0.124681, -3.5582e-07, -0.0514991, 166621, 165374, -1246.81, -4291.59, -35582, 103.953
-0.141413, -3.57179e-07, -0.0208945, 166533, 165119, -1414.13, -1741.21, -35717.9, 104.049
-0.171414, -3.57944e-07, -0.08071, 166533, 164819, -1714.14, -6725.84, -35794.4, 104.093
-0.153314, -3.5875e-07, 0.0412812, 166352, 164819, -1533.14, 3440.1, -35875, 104.146
-0.15431, -3.60214e-07, -0.0012595, 166175, 164632, -1543.1, -104.959, -36021.4, 104.241
-0.184798, -3.63766e-07, -0.0190337, 165757, 163909, -1847.98, -1586.14, -36376.6, 104.433
-0.174968, -3.65444e-07, 0.0123019, 165374, 163624, -1749.68, 1025.16, -36544.4, 104.529
-0.174968, -3.66148e-07, 0, 165374, 163624, -1749.68, 0, -36614.8, 104.569
-0.165169, -3.67076e-07, 0.0209338, 164983, 163331, -1651.69, 1744.49, -36707.6, 104.625
-0.171237, -3.68715e-07, -0.00760648, 164850, 163138, -1712.37, -633.873, -36871.5, 104.721
-0.198584, -3.70629e-07, -0.0340499, 164854, 162868, -1985.84, -2837.49, -37062.9, 104.817
-0.244334, -3.72231e-07, -0.0837072, 164854, 162411, -2443.34, -6975.6, -37223.1, 104.883
-0.232934, -3.72935e-07, 0.0452476, 164740, 162411, -2329.34, 3770.64, -37293.5, 104.913
-0.214553, -3.74994e-07, 0.0229866, 164367, 162221, -2145.53, 1915.55, -37499.4, 105.009
-0.204643, -3.76958e-07, 0.0123917, 164053, 162007, -2046.43, 1032.64, -37695.8, 105.105
-0.191854, -3.78802e-07, 0.0159711, 163739, 161820, -1918.54, 1330.93, -37880.2, 105.201
-0.182547, -3.80557e-07, 0.0116141, 163357, 161532, -1825.47, 967.838, -38055.7, 105.297
-0.196827, -3.81659e-07, -0.0306172, 163357, 161389, -1968.27, -2551.44, -38165.9, 105.353
